Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
  22:  4cbh-A 18.3  3.3  281   333   19 PDB  MOLECULE: SERINE PROTEASE NS3;                                       
  23:  5lkl-A 17.5  4.9  408   704   23 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
  24:  2p6r-A 17.4  5.0  330   683   16 PDB  MOLECULE: 25-MER;                                                    
  25:  6i3p-C 17.0  4.1  352   630   17 PDB  MOLECULE: PUTATIVE PRE-MRNA SPLICING FACTOR;                         
  26:  5a9j-A 16.8  5.3  324   805   17 PDB  MOLECULE: DNA POLYMERASE THETA;                                      
  27:  6fac-A 16.4  4.9  285   653   17 PDB  MOLECULE: PUTATIVE MRNA SPLICING FACTOR;                             
  28:  6i3o-A 16.0  4.7  308   589   18 PDB  MOLECULE: PUTATIVE PRE-MRNA SPLICING FACTOR;                         
  29:  3jcm-N 15.9  8.2  362  1686   12 PDB  MOLECULE: PRE-MRNA-SPLICING FACTOR 8;                                
  30:  4cgz-A 15.7  4.0  246   629   22 PDB  MOLECULE: BLOOM'S SYNDROME HELICASE;                                 
  31:  6hys-B 15.7  4.9  286   633   15 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DHX8;                           
  32:  5d0u-A 15.6  4.8  295   705   13 PDB  MOLECULE: PRE-MRNA-SPLICING FACTOR ATP-DEPENDENT RNA HELICA          
  33:  5xdr-A 15.4  5.5  326   679   14 PDB  MOLECULE: PRE-MRNA-SPLICING FACTOR ATP-DEPENDENT RNA HELICA          
  34:  6jde-B 15.3  5.9  259   567   16 PDB  MOLECULE: PUTATIVE DNA REPAIR HELICASE RADD;                         
  35:  5aor-A 15.1  4.8  304  1009   12 PDB  MOLECULE: DOSAGE COMPENSATION REGULATOR;                             
  36:  6h57-A 15.0  3.9  272   794   11 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DHR1;                  
  37:  1c4o-A 14.9  4.0  244   504   18 PDB  MOLECULE: DNA NUCLEOTIDE EXCISION REPAIR ENZYME UVRB;                
  38:  6crm-A 14.9  8.6  170   512   21 PDB  MOLECULE: RECQ;                                                      
  39:  6eud-A 14.9  4.4  261   808   14 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE HRPB;                           
  40:  5wsg-e 14.9  4.8  281   679   16 PDB  MOLECULE: PRE-MRNA-SPLICING FACTOR 8;                                
  41:  1d2m-A 14.8  3.9  246   552   18 PDB  MOLECULE: EXCINUCLEASE ABC SUBUNIT B;                                
  42:  6hyu-C 14.6  4.6  252   580   18 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DHX8;                           
  43:  5n9d-B 14.5  4.1  356   866   16 PDB  MOLECULE: CG9323, ISOFORM A;                                         
  44:  6o8h-A 14.5  4.2  246   571   18 PDB  MOLECULE: UVRABC SYSTEM PROTEIN B;                                   
  45:  5jcf-A 14.5  4.7  273   660   14 PDB  MOLECULE: MELANOMA DIFFERENTIATION ASSOCIATED PROTEIN-5;             
  46:  4q47-A 14.2  6.9  210   513   19 PDB  MOLECULE: DNA HELICASE RECQ;                                         
  47:  1t5l-A 14.1  4.5  244   595   17 PDB  MOLECULE: UVRABC SYSTEM PROTEIN B;                                   
  48:  5vhe-A 14.1  7.4  365   871   14 PDB  MOLECULE: DEAH (ASP-GLU-ALA-HIS) BOX POLYPEPTIDE 36;                 
  49:  4w7s-A 13.9  2.8  136   453   16 PDB  MOLECULE: PRE-MRNA-SPLICING ATP-DEPENDENT RNA HELICASE PRP2          
  50:  5ylz-W 13.7  4.6  290   703   14 PDB  MOLECULE: PRE-MRNA-SPLICING FACTOR 8;                                
  51:  6o5f-A 13.7  4.6  162   417   17 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DDX3X;                          
  52:  1oyw-A 13.6  5.3  202   516   19 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE;                                
  53:  3kx2-A 13.6  4.7  295   755   15 PDB  MOLECULE: PRE-MRNA-SPLICING FACTOR ATP-DEPENDENT RNA                 
  54:  1hv8-A 13.6  3.9  200   363   22 PDB  MOLECULE: PUTATIVE ATP-DEPENDENT RNA HELICASE MJ0669;                
  55:  4kbf-A 13.6  5.0  152   365   25 PDB  MOLECULE: HEAT RESISTANT RNA DEPENDENT ATPASE;                       
  56:  3otp-A 13.6  7.5  175   381   13 PDB  MOLECULE: PROTEASE DO;                                               
  57:  5ivl-B 13.5  4.0  156   413   25 PDB  MOLECULE: DEAD-BOX ATP-DEPENDENT RNA HELICASE CSHA;                  
  58:  4gl2-A 13.5  5.6  269   616   16 PDB  MOLECULE: INTERFERON-INDUCED HELICASE C DOMAIN-CONTAINING P          
  59:  2p6n-A 13.4  2.5  117   160   24 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DDX41;                          
  60:  5gi4-B 13.4  2.4  119   227   26 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DEAD;                           
  61:  3h1t-A 13.3 12.8  255   515   16 PDB  MOLECULE: TYPE I SITE-SPECIFIC RESTRICTION-MODIFICATION              
  62:  3k6y-A 13.3  2.7  149   227   19 PDB  MOLECULE: POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE;              
  63:  3nwu-B 13.3  2.5  139   183   17 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
  64:  5ilb-A 13.3  7.4  183   465   13 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC,PROTEASE DO-LIK          
  65:  3stj-A 13.3  8.2  162   300   14 PDB  MOLECULE: PROTEASE DEGQ;                                             
  66:  3llm-A 13.3  2.3  137   235   20 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE A;                              
  67:  3crw-1 13.3  4.3  251   485   15 PDB  MOLECULE: XPD/RAD3 RELATED DNA HELICASE;                             
  68:  4ynn-A 13.2  4.3  174   400   13 PDB  MOLECULE: PROTEASE DO;                                               
  69:  3crv-A 13.2  4.3  247   551   16 PDB  MOLECULE: XPD/RAD3 RELATED DNA HELICASE;                             
  70:  2z0m-A 13.2  4.3  184   331   15 PDB  MOLECULE: 337AA LONG HYPOTHETICAL ATP-DEPENDENT RNA                  
  71:  2vl7-A 13.2  4.0  235   459   17 PDB  MOLECULE: XPD;                                                       
  72:  5jd8-A 13.2  4.6  166   272   12 PDB  MOLECULE: PERIPLASMIC SERINE PEPTIDASE DEGS;                         
  73:  4pxa-A 13.1  4.6  235   442   18 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DDX3X;                          
  74:  3lkw-A 13.1  5.5  158   211   16 PDB  MOLECULE: FUSION PROTEIN OF NONSTRUCTURAL PROTEIN 2B AND             
  75:  5oqj-7 13.1  4.2  233   408   15 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
  76:  3pv3-A 13.0  4.2  162   392   15 PDB  MOLECULE: DEGQ;                                                      
  77:  6h66-A 13.0  4.9  273   667   15 PDB  MOLECULE: INTERFERON-INDUCED HELICASE C DOMAIN-CONTAINING P          
  78:  5t69-A 13.0  7.6  165   284   16 PDB  MOLECULE: PUTATIVE SERINE PROTEASE HHOA;                             
  79:  2z9i-A 13.0  6.9  157   284   18 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
  80:  5fmf-Y 13.0  4.1  248   578   14 PDB  MOLECULE: DNA REPAIR HELICASE RAD25, SSL2;                           
  81:  3nzi-A 13.0  2.6  141   211   17 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
  82:  5lb3-B 12.9  4.2  165   439   17 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE Q5;                             
  83:  3i32-A 12.9  2.4  117   276   26 PDB  MOLECULE: HEAT RESISTANT RNA DEPENDENT ATPASE;                       
  84:  3qo6-B 12.8  4.3  169   328   14 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
  85:  5y28-C 12.8  3.7  165   277   17 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
  86:  6uv1-A 12.7  4.1  187   438   15 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX17;                 
  87:  2va8-B 12.7  5.3  314   695   17 PDB  MOLECULE: SKI2-TYPE HELICASE;                                        
  88:  5sup-A 12.7  3.7  175   383   13 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE SUB2;                           
  89:  4fln-B 12.6  4.4  179   464   13 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
  90:  5sva-Y 12.6  4.4  250   562   10 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
  91:  2hjv-A 12.6  2.5  121   158   22 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DBPA;                           
  92:  2yjt-D 12.6  2.5  121   170   24 PDB  MOLECULE: REGULATOR OF RIBONUCLEASE ACTIVITY A;                      
  93:  5hma-A 12.6  2.8  141   191   15 PDB  MOLECULE: TRYPSIN-LIKE SERINE PROTEASE;                              
  94:  5il9-A 12.5  3.9  177   465   16 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
  95:  1l1j-A 12.5  2.7  145   226   18 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
  96:  2oca-A 12.5 13.4  160   494   11 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE UVSW;                           
  97:  6c90-A 12.5  4.9  284   694   12 PDB  MOLECULE: EXOSOME RNA HELICASE MTR4,EXOSOME RNA HELICASE MT          
  98:  2hyi-C 12.5  3.9  174   392   14 PDB  MOLECULE: 5'-R(*UP*UP*UP*UP*UP*U)-3';                                
  99:  6acx-A 12.5 11.6  197  1175    8 PDB  MOLECULE: MYCOBACTERIUM SMEGMATIS MFD;                               
 100:  5dtu-A 12.4  8.5  144   404   17 PDB  MOLECULE: PRP28;                                                     
 101:  5zc9-A 12.4  4.1  186   378   15 PDB  MOLECULE: EUKARYOTIC INITIATION FACTOR 4A-I;                         
 102:  6ieg-A 12.4  4.4  240   873   13 PDB  MOLECULE: EXOSOME RNA HELICASE MTR4;                                 
 103:  4d26-A 12.4  3.7  180   430   17 PDB  MOLECULE: BMVLG PROTEIN;                                             
 104:  2db3-A 12.4  4.1  186   420   14 PDB  MOLECULE: 5'-R(*UP*UP*UP*UP*UP*UP*UP*UP*UP*U)-3';                    
 105:  4a15-A 12.3  4.4  252   596   17 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE TA0057;                         
 106:  2d7d-A 12.3  3.9  195   621   18 PDB  MOLECULE: 5'-D(P*TP*TP*T)-3';                                        
 107:  6ac6-A 12.3  7.4  190  1154    9 PDB  MOLECULE: MYCOBACTERIUM SMEGMATIS MFD;                               
 108:  6fwr-A 12.2  5.1  254   699   13 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE DING;                           
 109:  6d6q-M 12.2  5.6  339   709   13 PDB  MOLECULE: EXOSOME COMPLEX COMPONENT RRP45;                           
 110:  3lgu-A 12.2  2.7  139   191   12 PDB  MOLECULE: PROTEASE DEGS;                                             
 111:  1soz-C 12.2  5.3  162   257   10 PDB  MOLECULE: PROTEASE DEGS;                                             
 112:  4ri0-A 12.2  4.4  179   306   15 PDB  MOLECULE: SERINE PROTEASE HTRA3;                                     
 113:  4a4z-A 12.2  4.9  286   874   15 PDB  MOLECULE: ANTIVIRAL HELICASE SKI2;                                   
 114:  6nmi-A 12.2  5.7  262   653   16 PDB  MOLECULE: GENERAL TRANSCRIPTION AND DNA REPAIR FACTOR IIH H          
 115:  5lc0-A 12.2  2.8  146   193   23 PDB  MOLECULE: NS2B-NS3 PROTEASE,NS2B-NS3 PROTEASE;                       
 116:  6ro4-B 12.1  4.0  253   675   13 PDB  MOLECULE: DNA1;                                                      
 117:  4xqk-A 12.0  6.6  250  1517   18 PDB  MOLECULE: LLABIII;                                                   
 118:  4ink-A 12.0  2.9  138   203   12 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
 119:  4ljy-A 12.0  8.8  164   451   14 PDB  MOLECULE: PRE-MRNA-PROCESSING ATP-DEPENDENT RNA HELICASE PR          
 120:  4m9m-A 12.0  3.9  158   202   16 PDB  MOLECULE: NS2B-NS3 PROTEASE;                                         
 121:  5t1v-B 12.0  2.8  135   163   24 PDB  MOLECULE: NS2B-NS3 PROTEASE,NS2B-NS3 PROTEASE;                       
 122:  4ic5-A 11.9  2.7  135   210   16 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
 123:  3sti-A 11.9  2.5  132   184   16 PDB  MOLECULE: PROTEASE DEGQ;                                             
 124:  6ah0-D 11.9  7.1  312  1874   11 PDB  MOLECULE: U5SNRNA;                                                   
 125:  3pew-A 11.9  4.3  191   391   16 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DBP5;                           
 126:  6aca-A 11.8  4.9  210  1133   11 PDB  MOLECULE: MYCOBACTERIUM TUBERCULOSIS MFD;                            
 127:  6u1b-A 11.8  2.7  136   221   16 PDB  MOLECULE: GLUTAMYL ENDOPEPTIDASE;                                    
 128:  5jb2-A 11.8  5.3  252   670   12 PDB  MOLECULE: LGP2;                                                      
 129:  6ieh-B 11.8  4.4  258   928   13 PDB  MOLECULE: EXOSOME RNA HELICASE MTR4;                                 
 130:  6aic-A 11.8  3.2  132   202   19 PDB  MOLECULE: DEAD-BOX ATP-DEPENDENT RNA HELICASE CSHA;                  
 131:  5lst-A 11.7  6.1  194   617   17 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE Q4;                             
 132:  5zvj-A 11.7  4.1  156   299   18 PDB  MOLECULE: SERINE PROTEASE;                                           
 133:  4k1t-C 11.7  3.1  136   203   12 PDB  MOLECULE: SERINE PROTEASE SPLB;                                      
 134:  4qqx-G 11.7 14.2  279   887   16 PDB  MOLECULE: CRISPR-ASSOCIATED HELICASE, CAS3 FAMILY;                   
 135:  6urv-F 11.7  3.1  133   155   19 PDB  MOLECULE: NS2B;                                                      
 136:  5tnu-A 11.6 12.8  137   441   20 PDB  MOLECULE: DNA-DEPENDENT ATPASE XPBII;                                
 137:  1te0-A 11.6  7.2  167   318   11 PDB  MOLECULE: PROTEASE DEGS;                                             
 138:  4nsy-B 11.5  2.9  148   266   12 PDB  MOLECULE: LYSYL ENDOPEPTIDASE;                                       
 139:  2w7u-B 11.5  3.0  136   200   13 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
 140:  1wp9-A 11.5 10.3  138   479   10 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE, PUTATIVE;                      
 141:  3b6e-A 11.5  2.7  122   182   14 PDB  MOLECULE: INTERFERON-INDUCED HELICASE C DOMAIN-CONTAINING P          
 142:  2yol-A 11.5  2.9  146   213   18 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B, SERINE PROTEASE NS3          
 143:  3u1i-B 11.5  2.8  133   168   21 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B;                              
 144:  1qy6-A 11.4  2.6  134   216   13 PDB  MOLECULE: SERINE PROTEASE;                                           
 145:  5v9x-A 11.4  5.0  278   772   16 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE;                                
 146:  3rc8-A 11.4  8.3  224   609   15 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE SUPV3L1, MITOCHONDRIAL          
 147:  1azz-A 11.3  2.9  144   226   14 PDB  MOLECULE: COLLAGENASE;                                               
 148:  4buj-A 11.3 14.9  260   903   14 PDB  MOLECULE: SUPERKILLER PROTEIN 3;                                     
 149:  1arc-A 11.3  3.1  149   264   14 PDB  MOLECULE: ACHROMOBACTER PROTEASE I;                                  
 150:  6gkm-A 11.3  5.3  270   689   14 PDB  MOLECULE: INTERFERON-INDUCED HELICASE C DOMAIN-CONTAINING P          
 151:  1nl3-A 11.3 12.1  177   839   10 PDB  MOLECULE: PREPROTEIN TRANSLOCASE SECA 1 SUBUNIT;                     
 152:  2zj8-A 11.3  5.1  254   700   17 PDB  MOLECULE: PUTATIVE SKI2-TYPE HELICASE;                               
 153:  5mm8-A 11.3  2.6  132   197   11 PDB  MOLECULE: SERINE PROTEASE SPLE;                                      
 154:  2wwy-A 11.3  9.6  228   530   17 PDB  MOLECULE: ATP-DEPENDENT DNA HELICASE Q1;                             
 155:  6gox-A 11.3  7.3  162   777   12 PDB  MOLECULE: PROTEIN TRANSLOCASE SUBUNIT SECA;                          
 156:  5f9h-G 11.3  6.7  260   653   13 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX58;                 
 157:  5f9f-I 11.3  5.1  269   674   13 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX58;                 
 158:  4ic6-A 11.2  4.4  174   340   16 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
 159:  1hyl-A 11.2  2.9  145   230   14 PDB  MOLECULE: HYPODERMA LINEATUM COLLAGENASE;                            
 160:  5dca-A 11.2  6.4  353  1948   12 PDB  MOLECULE: PRE-MRNA-SPLICING HELICASE BRR2;                           
 161:  2fdc-A 11.2  3.5  185   505   18 PDB  MOLECULE: 5'-D(P*CP*GP*GP*CP*TP*CP*CP*AP*TP*CP*TP*CP*TP*AP*          
 162:  4nho-A 11.2 15.0  143   443   22 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX23;                 
 163:  5fht-A 11.2  3.1  167   300   13 PDB  MOLECULE: SERINE PROTEASE HTRA2, MITOCHONDRIAL;                      
 164:  5ffj-B 11.2 11.7  227  1232   20 PDB  MOLECULE: ENDONUCLEASE AND METHYLASE LLAGI;                          
 165:  6s8r-A 11.2  2.6  115   167   17 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE ME31B;                          
 166:  3gdv-A 11.2  5.0  170   296   11 PDB  MOLECULE: DEGS PROTEASE;                                             
 167:  6pwf-K 11.2  4.5  228   454   18 PDB  MOLECULE: HISTONE H3;                                                
 168:  2fsi-B 11.1  6.0  220   748   19 PDB  MOLECULE: PREPROTEIN TRANSLOCASE SECA SUBUNIT;                       
 169:  2m9p-A 11.1  3.4  162   240   15 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B, SERINE PROTEASE NS3          
 170:  5dzr-A 11.0 10.8  305   965   14 PDB  MOLECULE: FRQ-INTERACTING RNA HELICASE;                              
 171:  2xgj-B 11.0  4.9  274   773   12 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DOB1;                           
 172:  4qqw-A 11.0  8.7  228   911   17 PDB  MOLECULE: CRISPR-ASSOCIATED HELICASE, CAS3 FAMILY;                   
 173:  2oxc-A 11.0  3.0  132   205   15 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX20;                 
 174:  5zbz-A 11.0  3.2  132   218   17 PDB  MOLECULE: EUKARYOTIC INITIATION FACTOR 4A-I;                         
 175:  1gm5-A 10.9  4.8  261   729   14 PDB  MOLECULE: RECG;                                                      
 176:  2as9-A 10.9  3.2  134   207   11 PDB  MOLECULE: SERINE PROTEASE;                                           
 177:  5eul-A 10.9 13.9  173   746    9 PDB  MOLECULE: PROTEIN TRANSLOCASE SUBUNIT SECA, INSERTION PEPTI          
 178:  2xgj-A 10.9  6.2  265   961   13 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DOB1;                           
 179:  4a36-A 10.9  3.8  185   523   11 PDB  MOLECULE: RETINOIC ACID INDUCIBLE PROTEIN I;                         
 180:  1hpg-A 10.8  3.2  134   187   11 PDB  MOLECULE: GLUTAMIC ACID SPECIFIC PROTEASE;                           
 181:  2oq5-A 10.8  3.1  143   232   15 PDB  MOLECULE: TRANSMEMBRANE PROTEASE, SERINE 11E;                        
 182:  2ykg-A 10.8  5.6  191   636   10 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX58;                 
 183:  1fuj-A 10.7  3.4  146   221   17 PDB  MOLECULE: PR3;                                                       
 184:  2fwr-A 10.7  2.7  126   434   21 PDB  MOLECULE: DNA REPAIR PROTEIN RAD25;                                  
 185:  1fuu-B 10.7 10.0  142   380   17 PDB  MOLECULE: YEAST INITIATION FACTOR 4A;                                
 186:  2ipc-A 10.7  6.3  165   939    9 PDB  MOLECULE: PREPROTEIN TRANSLOCASE SECA SUBUNIT;                       
 187:  5zfh-A 10.7  3.3  144   224   10 PDB  MOLECULE: KALLIKREIN-7;                                              
 188:  1p3c-A 10.7  3.0  139   215   11 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
 189:  3w94-A 10.7  3.0  139   235   12 PDB  MOLECULE: ENTEROPEPTIDASE-1;                                         
 190:  3e0n-B 10.7  3.9  148   254   11 PDB  MOLECULE: PROSTASIN;                                                 
 191:  4nl8-E 10.7  4.4  257   571   15 PDB  MOLECULE: SINGLE-STRANDED DNA-BINDING PROTEIN;                       
 192:  1m9u-A 10.6  3.1  144   241   13 PDB  MOLECULE: EARTHWORM FIBRINOLYTIC ENZYME;                             
 193:  1agj-A 10.6  3.2  142   242   15 PDB  MOLECULE: EPIDERMOLYTIC TOXIN A;                                     
 194:  1eq9-A 10.6  3.0  139   222   12 PDB  MOLECULE: CHYMOTRYPSIN;                                              
 195:  1fy1-A 10.6  3.3  143   225   13 PDB  MOLECULE: HEPARIN-BINDING PROTEIN;                                   
 196:  2j92-A 10.6  3.5  136   201   11 PDB  MOLECULE: PICORNAIN 3C;                                              
 197:  1npm-A 10.6  3.0  143   223   14 PDB  MOLECULE: NEUROPSIN;                                                 
 198:  1bru-P 10.6  3.1  146   241   14 PDB  MOLECULE: ELASTASE;                                                  
 199:  6dcr-A 10.6  9.9  279   639   16 PDB  MOLECULE: PRIMOSOMAL PROTEIN N';                                     
 200:  2qxg-A 10.6  3.3  144   225   12 PDB  MOLECULE: KALLIKREIN-7;                                              
 201:  1cgi-E 10.6  2.9  146   245   14 PDB  MOLECULE: ALPHA-CHYMOTRYPSINOGEN;                                    
 202:  5oqj-0 10.6  3.9  252   698   13 PDB  MOLECULE: DNA-DIRECTED RNA POLYMERASE II SUBUNIT RPB1;               
 203:  6s0k-h 10.6  6.7  218   838   15 PDB  MOLECULE: TRNA-CCA;                                                  
 204:  4ct4-B 10.6  3.9  150   378   13 PDB  MOLECULE: CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT 1;                  
 205:  4h4f-A 10.6  3.6  148   239   14 PDB  MOLECULE: CHYMOTRYPSIN-C;                                            
 206:  3din-A 10.6  6.4  169   816   11 PDB  MOLECULE: PROTEIN TRANSLOCASE SUBUNIT SECA;                          
 207:  2pl3-A 10.6  2.9  128   232   15 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE DDX10;                 
 208:  5gju-A 10.6  3.2  133   199   20 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DEAD;                           
 209:  6ro1-A 10.5  5.0  285   918   15 PDB  MOLECULE: EXOSOME RNA HELICASE MTR4;                                 
 210:  3rp2-A 10.5  2.9  144   224   16 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
 211:  1m6n-A 10.5  5.9  163   802   10 PDB  MOLECULE: PREPROTEIN TRANSLOCASE SECA;                               
 212:  5jbj-A 10.5  5.0  235   627   11 PDB  MOLECULE: LGP2;                                                      
 213:  6nmi-B 10.5  3.8  253   760   13 PDB  MOLECULE: GENERAL TRANSCRIPTION AND DNA REPAIR FACTOR IIH H          
 214:  5z3g-Y 10.5  5.3  144   438   13 PDB  MOLECULE: 25S RRNA;                                                  
 215:  4dgj-A 10.5  3.1  142   235   13 PDB  MOLECULE: ENTEROPEPTIDASE CATALYTIC LIGHT CHAIN;                     
 216:  1elt-A 10.5  3.0  143   236   15 PDB  MOLECULE: ELASTASE;                                                  
 217:  4r8t-B 10.5  2.8  118   141   21 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B;                              
 218:  1q0u-B 10.5  3.1  131   210   15 PDB  MOLECULE: BSTDEAD;                                                   
 219:  1fi8-B 10.4  3.1  142   227   16 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
 220:  1euf-A 10.4  3.0  141   224   12 PDB  MOLECULE: DUODENASE;                                                 
 221:  1xtk-A 10.4  5.0  154   382   14 PDB  MOLECULE: PROBABLE ATP-DEPENDENT RNA HELICASE P47;                   
 222:  4q2d-A 10.4 12.8  218   927   14 PDB  MOLECULE: CRISPR-ASSOCIATED HELICASE CAS3;                           
 223:  5lhq-A 10.4  2.9  142   248   15 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
 224:  6e0u-A 10.4  2.9  137   241   13 PDB  MOLECULE: SERINE PROTEASE;                                           
 225:  2eek-A 10.4  3.0  142   220   15 PDB  MOLECULE: TRYPSIN-1;                                                 
 226:  6b4i-F 10.4  4.0  162   426   20 PDB  MOLECULE: NUCLEOPORIN GLE1;                                          
 227:  3i5x-A 10.4  5.8  199   509   15 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE MSS116;                         
 228:  3fho-B 10.4  4.2  142   306   13 PDB  MOLECULE: ATP-DEPENDENT RNA HELICASE DBP5;                           
 229:  1wrb-A 10.4  3.5  136   232   18 PDB  MOLECULE: DJVLGB;                                                    
 230:  4a2w-A 10.4  5.2  175   678   14 PDB  MOLECULE: RETINOIC ACID INDUCIBLE PROTEIN I;                         
 231:  1gvl-A 10.3  2.8  141   223   14 PDB  MOLECULE: KALLIKREIN 6;                                              
 232:  2hrv-A 10.3  2.5  115   139   15 PDB  MOLECULE: 2A CYSTEINE PROTEINASE;                                    
 233:  1ekb-B 10.3  3.1  142   235   13 PDB  MOLECULE: ENTEROPEPTIDASE;                                           
 234:  1h4w-A 10.3  3.6  143   224   15 PDB  MOLECULE: TRYPSIN IVA;                                               
 235:  1ao5-A 10.3  3.0  142   236   11 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
 236:  4cre-A 10.3  3.1  140   238   15 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
 237:  2eyq-A 10.3  4.6  205  1146   15 PDB  MOLECULE: TRANSCRIPTION-REPAIR COUPLING FACTOR;                      
 238:  5hm2-A 10.3  3.6  132   201    9 PDB  MOLECULE: 3C PROTEINASE;                                             
 239:  5gvt-A 10.3  3.0  143   236   14 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
 240:  1bit-A 10.3  3.1  144   222   13 PDB  MOLECULE: TRYPSIN;                                                   
 241:  4nl8-A 10.3  9.4  228   549   18 PDB  MOLECULE: SINGLE-STRANDED DNA-BINDING PROTEIN;                       
 242:  6irm-K 10.3  4.7  187   504   12 PDB  MOLECULE: HISTONE H3;                                                
 243:  5c2z-A 10.2  3.2  138   248   12 PDB  MOLECULE: EXFOLIATIVE TOXIN D2;                                      
 244:  1fq3-A 10.2  3.0  142   227   13 PDB  MOLECULE: GRANZYME B;                                                
 245:  1bqy-A 10.2  2.9  138   235   12 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
 246:  1a0j-A 10.2  3.6  143   223   13 PDB  MOLECULE: TRYPSIN;                                                   
 247:  1a5i-A 10.2  2.9  145   266   13 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
 248:  4b3f-X 10.2  8.0  222   625   14 PDB  MOLECULE: DNA-BINDING PROTEIN SMUBP-2;                               
 249:  5wi6-B 10.2  3.2  140   245   15 PDB  MOLECULE: TRYPTASE ALPHA/BETA-1;                                     
